Age,Gender,Education,Years of Experience,Job Role,Industry,Workplace Setting,EI_Q1,EI_Q2,EI_Q3,EI_Q4,EI_Q5,EI_Q6,EI_Q7,EI_Q8,EI_Q9,EI_Q10,CR_Q1,CR_Q2,CR_Q3,CR_Q4,CR_Q5,CR_Q6,CR_Q7,CR_Q8,CR_Q9,CR_Q10,WO_Q1,WO_Q2,WO_Q3,WO_Q4,WO_Q5,WO_Q6,WO_Q7,WO_Q8,WO_Q9,WO_Q10,Open_Ended_1,Open_Ended_2,Open_Ended_3
25,Male,Postgraduate (PG),3 years,Team Lead,Education,On-Site,5,5,1,2,3,3,5,2,4,3,5,1,2,2,2,4,1,4,2,2,1,4,3,2,5,3,4,2,1,3,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
21,Male,Undergraduate (UG),0 years,Senior Management/Executive,Retail,Hybrid (Partially Remote),3,1,5,4,1,3,5,1,1,1,1,1,5,4,3,1,2,5,2,3,3,3,1,4,1,2,2,1,3,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
32,Female,Postgraduate (PG),6 years,Other,Education,Fully Remote,3,3,2,4,1,4,3,2,2,2,4,4,1,2,1,3,4,2,1,4,5,1,1,2,5,5,3,2,3,5,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
24,Male,Undergraduate (UG),0 years,Senior Management/Executive,Information Technology (IT),Hybrid (Partially Remote),3,2,1,2,3,1,1,1,2,2,1,4,1,2,2,1,3,1,5,4,3,4,5,1,3,5,3,5,3,2,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
30,Male,Postgraduate (PG),2 years,Manager/Supervisor,Retail,Hybrid (Partially Remote),2,2,5,4,5,2,4,3,2,1,2,3,4,2,3,3,3,5,1,5,3,5,3,2,5,1,4,2,3,3,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
47,Male,Postgraduate (PG),24 years,Manager/Supervisor,Finance/Banking,Fully Remote,1,4,1,3,5,4,2,1,5,5,1,4,3,4,4,4,2,2,5,1,5,1,1,5,2,1,3,1,4,4,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
55,Female,Postgraduate (PG),1 years,Team Lead,Other,On-Site,1,2,2,2,4,3,5,5,4,4,3,5,3,1,4,5,5,5,4,4,4,3,5,2,4,3,1,1,1,4,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
32,Male,Undergraduate (UG),6 years,Other,Finance/Banking,Hybrid (Partially Remote),2,5,4,4,5,4,1,2,5,1,2,5,1,5,3,4,3,4,1,1,3,2,4,1,4,1,5,1,5,4,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
24,Female,Undergraduate (UG),1 years,Individual Contributor/Employee,Healthcare,On-Site,4,1,5,2,5,5,3,4,2,3,3,2,4,5,4,2,3,1,2,4,1,3,5,2,1,5,3,2,5,3,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.","During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
57,Male,Postgraduate (PG),5 years,Other,Retail,On-Site,5,2,5,5,1,2,2,5,2,5,3,4,1,3,1,2,5,2,1,4,1,5,5,5,2,2,5,3,5,4,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
32,Male,Undergraduate (UG),7 years,Manager/Supervisor,Other,On-Site,5,3,3,2,2,1,5,2,1,3,2,4,1,2,4,4,1,5,1,2,3,2,2,2,5,2,1,4,3,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
30,Female,Postgraduate (PG),6 years,Senior Management/Executive,Other,On-Site,5,2,4,3,2,3,2,4,3,1,4,5,5,3,4,4,1,3,2,5,5,3,1,5,3,1,4,5,1,3,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
33,Female,Postgraduate (PG),3 years,Senior Management/Executive,Manufacturing,On-Site,4,3,5,4,3,5,4,1,2,2,5,4,5,4,3,5,3,2,2,4,1,1,2,1,2,5,2,1,3,3,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
22,Female,Undergraduate (UG),4 years,Manager/Supervisor,Retail,On-Site,4,4,4,4,3,4,3,3,3,1,5,2,4,3,3,5,5,4,4,2,5,4,1,2,1,2,1,2,4,5,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
36,Male,Postgraduate (PG),3 years,Team Lead,Education,Hybrid (Partially Remote),5,4,3,5,2,5,4,2,2,1,2,2,2,5,5,2,1,4,1,5,4,1,1,3,3,1,3,3,2,1,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
30,Female,Postgraduate (PG),8 years,Senior Management/Executive,Education,Hybrid (Partially Remote),4,3,2,3,1,4,3,5,5,5,3,5,1,5,3,1,5,1,4,1,5,2,4,4,4,2,5,5,5,3,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
22,Male,Undergraduate (UG),4 years,Individual Contributor/Employee,Retail,Fully Remote,1,1,3,4,1,4,2,2,2,3,2,5,4,1,3,2,3,2,4,3,4,4,5,5,3,5,4,5,1,3,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
27,Male,Postgraduate (PG),5 years,Individual Contributor/Employee,Information Technology (IT),On-Site,3,3,1,2,3,1,4,3,1,4,1,2,4,4,3,4,4,3,1,2,1,1,5,4,3,4,3,2,2,3,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
47,Male,Postgraduate (PG),15 years,Other,Information Technology (IT),Fully Remote,1,5,5,5,3,5,3,4,5,1,5,5,4,1,3,3,1,4,5,3,2,2,1,1,5,3,3,1,5,4,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
48,Male,Postgraduate (PG),20 years,Individual Contributor/Employee,Other,On-Site,3,4,4,4,4,2,5,5,2,5,1,1,4,4,1,5,1,4,1,1,5,2,2,1,4,5,2,5,1,5,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
44,Female,Postgraduate (PG),17 years,Team Lead,Education,On-Site,3,2,2,1,4,2,1,4,1,4,2,1,5,4,4,5,3,3,2,2,1,5,4,2,2,2,3,4,4,5,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
57,Male,Undergraduate (UG),34 years,Manager/Supervisor,Manufacturing,Hybrid (Partially Remote),1,4,5,1,2,1,1,1,4,4,4,1,1,3,5,2,2,3,4,3,5,1,4,1,5,4,2,3,4,5,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
56,Male,Undergraduate (UG),27 years,Other,Finance/Banking,Hybrid (Partially Remote),1,2,5,1,3,2,5,3,1,1,2,3,2,1,3,4,5,2,4,5,3,5,3,3,4,3,2,3,4,2,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
49,Male,Undergraduate (UG),12 years,Other,Retail,On-Site,3,2,3,5,5,2,5,4,2,4,5,2,5,3,1,3,2,5,4,3,3,1,4,1,1,3,3,4,4,4,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
39,Male,Postgraduate (PG),1 years,Team Lead,Education,Hybrid (Partially Remote),2,3,4,1,2,4,5,4,2,2,2,1,2,5,5,2,4,4,4,2,5,2,3,3,2,3,3,2,5,3,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
28,Male,Postgraduate (PG),6 years,Team Lead,Education,Hybrid (Partially Remote),4,1,4,4,2,1,5,4,3,1,5,1,5,1,3,4,4,4,5,1,2,2,5,1,1,2,1,1,2,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
26,Male,Postgraduate (PG),4 years,Individual Contributor/Employee,Finance/Banking,Fully Remote,1,3,5,2,5,4,3,2,5,2,1,5,5,4,3,5,3,5,5,1,1,4,2,4,2,5,4,4,1,5,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
54,Male,Undergraduate (UG),3 years,Team Lead,Education,On-Site,2,1,4,2,2,1,3,5,5,2,3,3,3,3,4,1,1,5,4,4,5,5,1,2,5,3,2,4,5,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
44,Male,Postgraduate (PG),13 years,Manager/Supervisor,Healthcare,Hybrid (Partially Remote),5,4,2,4,3,3,4,5,3,2,1,5,1,5,5,4,5,5,3,2,4,1,3,5,4,2,3,4,3,3,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
44,Male,Postgraduate (PG),13 years,Other,Retail,On-Site,4,2,5,5,4,5,4,5,2,2,5,1,5,1,1,2,1,3,2,1,2,3,4,5,5,5,3,4,4,5,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
28,Male,Postgraduate (PG),4 years,Individual Contributor/Employee,Other,On-Site,1,5,4,3,2,3,4,1,1,4,4,2,1,2,1,1,1,1,4,4,5,1,2,3,3,1,2,5,5,5,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
33,Male,Undergraduate (UG),5 years,Manager/Supervisor,Retail,Hybrid (Partially Remote),5,2,4,3,2,2,3,1,4,4,3,1,1,2,3,4,4,3,1,1,4,1,4,1,4,2,1,2,4,4,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
40,Male,Postgraduate (PG),4 years,Senior Management/Executive,Retail,Hybrid (Partially Remote),1,4,1,1,2,3,4,3,4,3,3,3,1,3,2,2,5,4,4,2,2,4,2,5,1,3,4,1,4,4,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
60,Male,Postgraduate (PG),17 years,Team Lead,Finance/Banking,Fully Remote,4,1,2,5,4,1,5,5,3,2,5,2,5,1,2,3,1,3,2,1,3,1,4,2,1,2,3,5,5,2,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
35,Female,Undergraduate (UG),13 years,Manager/Supervisor,Other,Hybrid (Partially Remote),3,5,4,4,3,3,5,5,4,1,1,3,2,5,2,4,2,5,4,1,5,4,1,1,4,2,2,2,2,1,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
21,Male,Undergraduate (UG),3 years,Team Lead,Manufacturing,Fully Remote,4,1,5,1,4,1,2,1,3,2,2,2,5,3,1,5,3,4,5,5,1,5,3,1,1,5,1,4,5,3,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
54,Male,Undergraduate (UG),12 years,Senior Management/Executive,Information Technology (IT),Fully Remote,3,5,4,5,5,5,2,4,2,3,5,2,5,1,4,4,5,3,4,5,3,2,1,5,1,5,2,5,1,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
21,Male,Undergraduate (UG),0 years,Team Lead,Healthcare,Hybrid (Partially Remote),5,1,5,5,4,1,5,2,2,5,4,5,3,2,3,2,5,2,3,2,3,2,1,5,1,2,3,5,5,1,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
40,Male,Undergraduate (UG),18 years,Manager/Supervisor,Healthcare,On-Site,1,3,4,5,1,1,1,2,5,5,3,2,4,2,1,1,2,1,1,4,3,1,5,1,4,3,3,3,5,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
18,Male,Undergraduate (UG),0 years,Other,Retail,Fully Remote,4,2,5,1,2,4,1,3,2,5,1,5,2,1,4,4,4,4,1,5,1,3,1,2,2,2,1,1,2,1,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
49,Male,Postgraduate (PG),14 years,Individual Contributor/Employee,Finance/Banking,Hybrid (Partially Remote),3,2,5,3,3,3,2,4,5,2,2,1,1,5,4,4,4,3,5,2,3,1,2,5,5,1,5,1,2,3,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
22,Male,Undergraduate (UG),3 years,Team Lead,Other,On-Site,3,3,4,4,4,1,4,4,4,5,2,2,3,2,3,4,3,4,5,3,1,2,3,4,4,4,2,5,2,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
54,Female,Undergraduate (UG),1 years,Other,Other,Hybrid (Partially Remote),5,2,5,4,2,4,1,3,4,3,2,3,5,5,3,5,1,5,5,2,3,2,1,2,4,4,2,4,4,4,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
60,Male,Undergraduate (UG),24 years,Other,Information Technology (IT),On-Site,3,5,4,5,3,2,4,2,2,4,2,4,3,1,1,1,3,3,2,1,3,3,5,4,4,3,1,3,3,1,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
24,Female,Undergraduate (UG),0 years,Manager/Supervisor,Information Technology (IT),Fully Remote,1,2,3,5,2,5,1,4,5,4,4,5,1,2,2,5,3,3,3,2,4,4,4,2,5,1,4,3,2,5,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
47,Male,Undergraduate (UG),16 years,Senior Management/Executive,Healthcare,Fully Remote,4,2,4,1,5,2,4,2,4,3,3,1,5,3,3,1,5,4,2,3,3,4,4,1,4,3,3,5,2,2,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
60,Male,Postgraduate (PG),22 years,Individual Contributor/Employee,Retail,Hybrid (Partially Remote),2,3,4,4,5,5,5,3,1,1,1,3,1,3,1,3,1,5,5,1,4,2,4,4,4,3,1,3,4,3,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
51,Male,Undergraduate (UG),25 years,Manager/Supervisor,Manufacturing,Hybrid (Partially Remote),4,2,1,2,2,5,5,4,4,1,3,4,2,3,2,1,4,1,2,5,1,5,5,2,4,4,1,3,3,5,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
24,Male,Undergraduate (UG),3 years,Team Lead,Information Technology (IT),Fully Remote,5,3,4,3,2,1,2,4,4,1,5,4,1,5,1,5,5,2,5,5,2,3,1,4,3,4,4,1,2,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
39,Female,Undergraduate (UG),5 years,Other,Finance/Banking,Hybrid (Partially Remote),2,1,2,4,1,2,2,4,4,1,2,5,1,4,1,5,3,2,4,4,2,3,5,3,3,3,5,2,1,1,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
26,Male,Postgraduate (PG),2 years,Team Lead,Information Technology (IT),Fully Remote,4,5,5,4,5,4,1,4,1,4,3,5,3,3,3,3,4,5,1,3,5,1,2,2,5,1,3,2,4,2,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
33,Male,Postgraduate (PG),4 years,Team Lead,Other,On-Site,2,1,5,4,3,1,5,2,3,3,1,5,5,3,2,5,1,2,4,4,4,1,4,2,4,4,3,3,2,3,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
43,Male,Postgraduate (PG),17 years,Other,Education,Fully Remote,2,2,4,4,3,3,3,4,1,5,3,2,5,1,1,2,2,2,3,2,5,2,3,1,2,2,3,2,1,5,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
41,Male,Postgraduate (PG),18 years,Manager/Supervisor,Healthcare,On-Site,3,2,1,3,3,4,5,5,2,2,1,5,1,4,4,1,3,4,3,4,5,3,3,4,1,3,1,5,2,1,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
18,Male,Undergraduate (UG),0 years,Other,Manufacturing,On-Site,2,5,1,4,4,3,3,5,2,3,2,2,1,2,1,5,2,4,1,3,5,1,3,1,4,2,5,2,3,3,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
54,Male,Postgraduate (PG),12 years,Individual Contributor/Employee,Education,Fully Remote,1,2,3,4,5,1,3,1,3,1,4,4,5,5,1,2,5,1,3,2,1,2,1,4,1,5,5,3,4,5,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
35,Male,Postgraduate (PG),1 years,Manager/Supervisor,Education,Hybrid (Partially Remote),1,5,5,2,1,4,1,1,3,2,4,5,3,4,4,2,1,1,1,3,2,4,4,4,4,5,1,3,3,3,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
55,Male,Postgraduate (PG),24 years,Manager/Supervisor,Education,Fully Remote,2,3,2,5,1,2,5,1,1,1,3,5,5,2,4,1,2,3,4,5,2,4,3,1,2,3,4,2,5,2,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
56,Male,Postgraduate (PG),31 years,Team Lead,Information Technology (IT),Hybrid (Partially Remote),2,1,2,4,1,4,3,1,4,4,4,1,3,5,4,2,1,3,4,3,5,2,4,5,1,4,1,1,5,5,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
23,Male,Undergraduate (UG),3 years,Individual Contributor/Employee,Retail,On-Site,1,4,5,5,5,5,2,3,4,4,5,4,1,5,1,3,3,5,5,2,2,3,4,2,4,4,1,4,4,4,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
35,Male,Undergraduate (UG),10 years,Senior Management/Executive,Finance/Banking,On-Site,3,3,5,1,3,4,3,2,4,5,3,2,1,1,3,5,5,2,2,1,5,1,3,3,1,2,2,1,2,2,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
43,Male,Postgraduate (PG),17 years,Manager/Supervisor,Manufacturing,Fully Remote,3,2,4,4,1,5,3,2,1,4,1,1,4,3,1,5,2,2,5,3,4,2,2,1,4,2,5,1,4,2,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
41,Non-Binary/Third Gender,Postgraduate (PG),8 years,Manager/Supervisor,Information Technology (IT),Hybrid (Partially Remote),1,4,3,1,3,3,2,4,4,4,3,2,5,1,3,3,5,4,3,3,2,3,4,2,2,3,1,5,5,4,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
26,Female,Postgraduate (PG),2 years,Individual Contributor/Employee,Education,On-Site,1,3,1,2,4,4,1,1,2,1,4,3,3,5,1,1,1,2,3,3,3,4,4,4,4,4,3,3,5,4,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
45,Female,Undergraduate (UG),4 years,Individual Contributor/Employee,Manufacturing,Fully Remote,4,2,3,4,3,1,2,3,2,2,1,4,4,5,1,2,5,1,4,4,1,5,5,4,5,4,4,2,3,2,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
48,Male,Undergraduate (UG),0 years,Senior Management/Executive,Manufacturing,On-Site,5,5,5,4,4,2,4,2,1,4,4,1,2,1,3,1,3,3,5,5,5,5,2,1,4,3,3,2,1,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
58,Male,Postgraduate (PG),14 years,Other,Healthcare,Hybrid (Partially Remote),5,4,3,1,1,2,1,1,3,5,1,5,5,4,5,4,3,4,4,5,2,5,3,4,5,5,3,2,5,3,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.
56,Male,Undergraduate (UG),23 years,Team Lead,Finance/Banking,Hybrid (Partially Remote),5,3,2,5,2,3,5,4,1,2,2,3,4,1,3,3,2,1,1,4,1,3,3,2,3,2,3,5,2,3,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
